Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value,Revenue USD Mil,Gross Margin %,Operating Income USD Mil,Operating Margin %,Net Income USD Mil,Earnings Per Share USD,Shares Mil,Book Value Per Share * USD,Operating Cash Flow USD Mil,Cap Spending USD Mil,Free Cash Flow USD Mil,Free Cash Flow Per Share * USD,Working Capital USD Mil,COGS,Gross Margin,SG&A,R&D,Operating Margin,Net Int Inc & Other,EBT Margin,Net Margin %,Asset Turnover (Average),Return on Assets %,Return on Equity %,Return on Invested Capital %,Interest Coverage,Year over Year,3-Year Average,5-Year Average,10-Year Average,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover
3/22/18,1971.63,2010.49,1970.81,2.35783E+13,820168247,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/21/18,2022.45,2040.98,2021.04,2.41861E+13,2620174931,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/20/18,2024.32,2029.76,2019.44,2.4213E+13,254253035,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/19/18,2021.54,2041.13,2008,2.418E+13,269922921,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/16/18,2049.47,2055.7,2047.55,2.43024E+13,832091573,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/15/18,2044.32,2055.46,2040.03,2.42413E+13,1617871329,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/14/18,2046.9,2066.75,2043.56,2.42719E+13,6684424271,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/13/18,2058.26,2084.03,2053.71,2.50497E+13,1353804737,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/12/18,2071.38,2080.08,2068.01,2.52093E+13,91693988,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/9/18,2072.97,2072.98,2048.25,2.52323E+13,767777907,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/8/18,2038.58,2039.65,2027.07,2.48137E+13,6365572329,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/7/18,2031.04,2033.78,2013.13,2.47314E+13,1628927498,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/6/18,2029.86,2031.15,2016.53,2.47093E+13,878227901,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/5/18,2022.72,2027.92,1990.27,2.46224E+13,179494056,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/2/18,2001.1,2004.49,1966.37,2.43679E+13,2454562215,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
3/1/18,1988.46,2024.32,1974.88,2.42144E+13,3501396417,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/28/18,2012.55,2046.87,2012.42,2.45106E+13,2778466200,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/27/18,2034.92,2068,2034.89,2.47428E+13,2681036785,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/26/18,2061.33,2062.13,2042.32,2.5064E+13,2766216084,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/23/18,2038.88,2039.07,2014.83,2.47909E+13,1542113664,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/22/18,2007.8,2028.07,2003.79,2.44131E+13,1941333870,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/21/18,2007.18,2040.68,2007.18,2.44056E+13,466335473,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/20/18,2016.76,2032.8,2010.33,2.45312E+13,1523041052,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/16/18,2029.37,2044.87,2024.34,2.46857E+13,2327719887,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/15/18,2027.9,2028.06,1998.11,2.46679E+13,5542028870,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/14/18,2004.21,2006.57,1965.44,2.43797E+13,6064767941,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/13/18,1975.93,1979.87,1957.24,2.40219E+13,1216802788,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/12/18,1969.91,1981.8,1944.94,2.39537E+13,806377226,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/9/18,1944.36,1957.91,1881.68,2.3643E+13,6838496791,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/8/18,1917.56,1992.67,1917.38,2.33172E+13,3326586192,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/7/18,1990.77,2021.8,1990.62,2.42103E+13,715366655,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/6/18,1998.56,2003.26,1933.91,2.43052E+13,2247005576,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/5/18,1967.2,2049.97,1960.74,2.39239E+13,182573838,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/2/18,2049.56,2084.36,2048.2,2.49277E+13,1461138470,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
2/1/18,2093.83,2102.98,2087.13,2.54665E+13,4501940189,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/31/18,2093.66,2106.24,2086.36,2.54653E+13,868961322,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/30/18,2093.97,2104.35,2091.16,2.54641E+13,1856756559,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/29/18,2116.51,2129.24,2115.11,2.57386E+13,858193426,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/26/18,2130.68,2130.68,2112.9,2.59115E+13,631694881,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/25/18,2108.21,2115.2,2101.84,2.56398E+13,56714086,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/24/18,2107.03,2119.19,2098.06,2.56255E+13,50733149,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/23/18,2109.64,2111.22,2102.96,2.56568E+13,895655578,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/22/18,2104.73,2104.75,2087.33,2.5597E+13,332610637,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/19/18,2088.03,2088.04,2077.75,2.53948E+13,548894851,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
1/18/18,2076.44,2082.55,2073.32,2.52538E+13,1987670665,5798.00,35.20,288.00,5.00,157.00,0.16,1064.00,0.74,281.00,-136.00,145.00,0.00,1200.00,64.78,35.22,9.00,21.25,4.97,-1.78,3.19,2.71,1.64,4.45,27.94,12.90,2.48,67.38,0.00,0.00,0.00,2.35,2.50,0.92,27.77,19.61,19.00,6.72,73.11,7.71,15.87,3.32,100.00,12.12,5.93,8.03,19.03,45.10,30.96,4.94,81.00,19.00,100.00,1.62,1.05,5.26,1.63,38.78,75.51,47.86,66.43,9.41,4.83,24.67,1.64
